state,county,d_date,total
virginia,halifax,2020-05-02 00:00:00 +0000 UTC,19
arkansas,hot spring,2020-05-02 00:00:00 +0000 UTC,19
texas,atascosa,2020-05-02 00:00:00 +0000 UTC,19
illinois,douglas,2020-05-02 00:00:00 +0000 UTC,19
pennsylvania,crawford,2020-05-02 00:00:00 +0000 UTC,19
north carolina,greene,2020-05-02 00:00:00 +0000 UTC,19
florida,levy,2020-05-02 00:00:00 +0000 UTC,19
michigan,cheboygan,2020-05-02 00:00:00 +0000 UTC,19
iowa,guthrie,2020-05-02 00:00:00 +0000 UTC,19
virginia,henry,2020-05-02 00:00:00 +0000 UTC,19
texas,san augustine,2020-05-02 00:00:00 +0000 UTC,19
ohio,hocking,2020-05-02 00:00:00 +0000 UTC,19
kansas,kearny,2020-05-02 00:00:00 +0000 UTC,19
texas,ochiltree,2020-05-02 00:00:00 +0000 UTC,19
alaska,kenai peninsula borough,2020-05-02 00:00:00 +0000 UTC,20
texas,medina,2020-05-02 00:00:00 +0000 UTC,20
texas,hockley,2020-05-02 00:00:00 +0000 UTC,20
ohio,defiance,2020-05-02 00:00:00 +0000 UTC,20
minnesota,steele,2020-05-02 00:00:00 +0000 UTC,20
mississippi,pontotoc,2020-05-02 00:00:00 +0000 UTC,20
indiana,tipton,2020-05-02 00:00:00 +0000 UTC,20
texas,burnet,2020-05-02 00:00:00 +0000 UTC,20
california,inyo,2020-05-02 00:00:00 +0000 UTC,20
wisconsin,clark,2020-05-02 00:00:00 +0000 UTC,20
georgia,franklin,2020-05-02 00:00:00 +0000 UTC,20
missouri,stoddard,2020-05-02 00:00:00 +0000 UTC,20
mississippi,yalobusha,2020-05-02 00:00:00 +0000 UTC,20
texas,hood,2020-05-02 00:00:00 +0000 UTC,20
iowa,iowa,2020-05-02 00:00:00 +0000 UTC,20
texas,andrews,2020-05-02 00:00:00 +0000 UTC,20
texas,caldwell,2020-05-02 00:00:00 +0000 UTC,20
missouri,warren,2020-05-02 00:00:00 +0000 UTC,20
louisiana,caldwell,2020-05-02 00:00:00 +0000 UTC,20
indiana,knox,2020-05-02 00:00:00 +0000 UTC,20
texas,polk,2020-05-02 00:00:00 +0000 UTC,20
georgia,bleckley,2020-05-02 00:00:00 +0000 UTC,20
georgia,jeff davis,2020-05-02 00:00:00 +0000 UTC,20
colorado,lake,2020-05-02 00:00:00 +0000 UTC,20
arkansas,mississippi,2020-05-02 00:00:00 +0000 UTC,20
georgia,towns,2020-05-02 00:00:00 +0000 UTC,20
illinois,pulaski,2020-05-02 00:00:00 +0000 UTC,20
south dakota,beadle,2020-05-02 00:00:00 +0000 UTC,21
hawaii,kauai,2020-05-02 00:00:00 +0000 UTC,21
kentucky,clark,2020-05-02 00:00:00 +0000 UTC,21
virginia,williamsburg city,2020-05-02 00:00:00 +0000 UTC,21
south carolina,jasper,2020-05-02 00:00:00 +0000 UTC,21
oregon,josephine,2020-05-02 00:00:00 +0000 UTC,21
ohio,carroll,2020-05-02 00:00:00 +0000 UTC,21
michigan,emmet,2020-05-02 00:00:00 +0000 UTC,21
illinois,livingston,2020-05-02 00:00:00 +0000 UTC,21
nevada,douglas,2020-05-02 00:00:00 +0000 UTC,21
alaska,matanuska-susitna borough,2020-05-02 00:00:00 +0000 UTC,21
arkansas,cross,2020-05-02 00:00:00 +0000 UTC,21
alabama,clay,2020-05-02 00:00:00 +0000 UTC,21
indiana,dekalb,2020-05-02 00:00:00 +0000 UTC,21
minnesota,goodhue,2020-05-02 00:00:00 +0000 UTC,21
texas,grimes,2020-05-02 00:00:00 +0000 UTC,21
north carolina,beaufort,2020-05-02 00:00:00 +0000 UTC,21
alabama,crenshaw,2020-05-02 00:00:00 +0000 UTC,21
colorado,kit carson,2020-05-02 00:00:00 +0000 UTC,21
michigan,huron,2020-05-02 00:00:00 +0000 UTC,21
mississippi,jefferson,2020-05-02 00:00:00 +0000 UTC,21
indiana,whitley,2020-05-02 00:00:00 +0000 UTC,21
oklahoma,nowata,2020-05-02 00:00:00 +0000 UTC,21
kansas,saline,2020-05-02 00:00:00 +0000 UTC,21
georgia,emanuel,2020-05-02 00:00:00 +0000 UTC,21
minnesota,crow wing,2020-05-02 00:00:00 +0000 UTC,21
tennessee,lauderdale,2020-05-02 00:00:00 +0000 UTC,21
virginia,appomattox,2020-05-02 00:00:00 +0000 UTC,21
oregon,coos,2020-05-02 00:00:00 +0000 UTC,21
illinois,union,2020-05-02 00:00:00 +0000 UTC,21
tennessee,jefferson,2020-05-02 00:00:00 +0000 UTC,22
florida,baker,2020-05-02 00:00:00 +0000 UTC,22
tennessee,unknown,2020-04-10 00:00:00 +0000 UTC,22
missouri,dunklin,2020-05-02 00:00:00 +0000 UTC,22
ohio,union,2020-05-02 00:00:00 +0000 UTC,22
minnesota,dodge,2020-05-02 00:00:00 +0000 UTC,22
iowa,fayette,2020-05-02 00:00:00 +0000 UTC,22
virginia,franklin,2020-05-02 00:00:00 +0000 UTC,22
tennessee,monroe,2020-05-02 00:00:00 +0000 UTC,22
nebraska,washington,2020-05-02 00:00:00 +0000 UTC,22
colorado,fremont,2020-05-02 00:00:00 +0000 UTC,22
new mexico,rio arriba,2020-05-02 00:00:00 +0000 UTC,22
oklahoma,stephens,2020-05-02 00:00:00 +0000 UTC,22
kansas,mcpherson,2020-05-02 00:00:00 +0000 UTC,22
north carolina,person,2020-05-02 00:00:00 +0000 UTC,22
tennessee,smith,2020-05-02 00:00:00 +0000 UTC,22
indiana,clay,2020-05-02 00:00:00 +0000 UTC,22
kansas,labette,2020-05-02 00:00:00 +0000 UTC,22
virginia,wise,2020-05-02 00:00:00 +0000 UTC,22
mississippi,stone,2020-05-02 00:00:00 +0000 UTC,22
illinois,coles,2020-05-02 00:00:00 +0000 UTC,22
delaware,unknown,2020-05-02 00:00:00 +0000 UTC,22
kentucky,nelson,2020-05-02 00:00:00 +0000 UTC,23
arkansas,poinsett,2020-05-02 00:00:00 +0000 UTC,23
wisconsin,chippewa,2020-05-02 00:00:00 +0000 UTC,23
missouri,callaway,2020-05-02 00:00:00 +0000 UTC,23
new mexico,chaves,2020-05-02 00:00:00 +0000 UTC,23
georgia,baker,2020-05-02 00:00:00 +0000 UTC,23
georgia,jasper,2020-05-02 00:00:00 +0000 UTC,23
tennessee,weakley,2020-05-02 00:00:00 +0000 UTC,23
pennsylvania,blair,2020-05-02 00:00:00 +0000 UTC,23
kentucky,webster,2020-05-02 00:00:00 +0000 UTC,23
michigan,gratiot,2020-05-02 00:00:00 +0000 UTC,23
iowa,boone,2020-05-02 00:00:00 +0000 UTC,23
pennsylvania,clarion,2020-05-02 00:00:00 +0000 UTC,23
virginia,new kent,2020-05-02 00:00:00 +0000 UTC,23
north carolina,polk,2020-05-02 00:00:00 +0000 UTC,23
tennessee,haywood,2020-05-02 00:00:00 +0000 UTC,23
florida,wakulla,2020-05-02 00:00:00 +0000 UTC,23
north carolina,yadkin,2020-05-02 00:00:00 +0000 UTC,23
tennessee,marshall,2020-05-02 00:00:00 +0000 UTC,23
virginia,franklin city,2020-05-02 00:00:00 +0000 UTC,23
texas,gonzales,2020-05-02 00:00:00 +0000 UTC,23
virginia,emporia city,2020-05-02 00:00:00 +0000 UTC,23
illinois,lee,2020-05-02 00:00:00 +0000 UTC,23
kansas,wabaunsee,2020-05-02 00:00:00 +0000 UTC,23
georgia,brantley,2020-05-02 00:00:00 +0000 UTC,23
oregon,douglas,2020-05-02 00:00:00 +0000 UTC,24
north dakota,morton,2020-05-02 00:00:00 +0000 UTC,24
indiana,owen,2020-05-02 00:00:00 +0000 UTC,24
virginia,gloucester,2020-05-02 00:00:00 +0000 UTC,24
georgia,monroe,2020-05-02 00:00:00 +0000 UTC,24
missouri,jasper,2020-05-02 00:00:00 +0000 UTC,24
indiana,dubois,2020-05-02 00:00:00 +0000 UTC,24
utah,iron,2020-05-02 00:00:00 +0000 UTC,24
georgia,madison,2020-05-02 00:00:00 +0000 UTC,24
oklahoma,mayes,2020-05-02 00:00:00 +0000 UTC,24
texas,maverick,2020-05-02 00:00:00 +0000 UTC,24
illinois,morgan,2020-05-02 00:00:00 +0000 UTC,24
ohio,wyandot,2020-05-02 00:00:00 +0000 UTC,24
ohio,fulton,2020-05-02 00:00:00 +0000 UTC,24
kentucky,grant,2020-05-02 00:00:00 +0000 UTC,24
north carolina,washington,2020-05-02 00:00:00 +0000 UTC,24
south carolina,barnwell,2020-05-02 00:00:00 +0000 UTC,24
iowa,jones,2020-05-02 00:00:00 +0000 UTC,24
texas,wise,2020-05-02 00:00:00 +0000 UTC,24
pennsylvania,bedford,2020-05-02 00:00:00 +0000 UTC,24
mississippi,wayne,2020-05-02 00:00:00 +0000 UTC,24
texas,mason,2020-05-02 00:00:00 +0000 UTC,24
minnesota,carver,2020-05-02 00:00:00 +0000 UTC,25
north dakota,ward,2020-05-02 00:00:00 +0000 UTC,25
washington,mason,2020-05-02 00:00:00 +0000 UTC,25
mississippi,humphreys,2020-05-02 00:00:00 +0000 UTC,25
mississippi,union,2020-05-02 00:00:00 +0000 UTC,25
minnesota,le sueur,2020-05-02 00:00:00 +0000 UTC,25
south carolina,oconee,2020-05-02 00:00:00 +0000 UTC,25
iowa,warren,2020-05-02 00:00:00 +0000 UTC,25
ohio,lawrence,2020-05-02 00:00:00 +0000 UTC,25
north carolina,mcdowell,2020-05-02 00:00:00 +0000 UTC,25
washington,okanogan,2020-05-02 00:00:00 +0000 UTC,25
georgia,wilkes,2020-05-02 00:00:00 +0000 UTC,25
indiana,carroll,2020-05-02 00:00:00 +0000 UTC,25
georgia,clay,2020-05-02 00:00:00 +0000 UTC,25
georgia,cook,2020-05-02 00:00:00 +0000 UTC,25
georgia,stewart,2020-05-02 00:00:00 +0000 UTC,25
texas,donley,2020-05-02 00:00:00 +0000 UTC,25
virginia,westmoreland,2020-05-02 00:00:00 +0000 UTC,25
pennsylvania,wyoming,2020-05-02 00:00:00 +0000 UTC,25
michigan,newaygo,2020-05-02 00:00:00 +0000 UTC,26
california,mono,2020-05-02 00:00:00 +0000 UTC,26
texas,hale,2020-05-02 00:00:00 +0000 UTC,26
vermont,lamoille,2020-05-02 00:00:00 +0000 UTC,26
south carolina,union,2020-05-02 00:00:00 +0000 UTC,26
louisiana,lasalle,2020-05-02 00:00:00 +0000 UTC,26
idaho,lincoln,2020-05-02 00:00:00 +0000 UTC,26
georgia,bacon,2020-05-02 00:00:00 +0000 UTC,26
texas,dawson,2020-05-02 00:00:00 +0000 UTC,26
indiana,steuben,2020-05-02 00:00:00 +0000 UTC,26
nebraska,unknown,2020-05-01 00:00:00 +0000 UTC,26
georgia,talbot,2020-05-02 00:00:00 +0000 UTC,26
north carolina,rockingham,2020-05-02 00:00:00 +0000 UTC,26
missouri,butler,2020-05-02 00:00:00 +0000 UTC,26
south carolina,hampton,2020-05-02 00:00:00 +0000 UTC,26
ohio,hardin,2020-05-02 00:00:00 +0000 UTC,26
virginia,salem city,2020-05-02 00:00:00 +0000 UTC,26
alabama,henry,2020-05-02 00:00:00 +0000 UTC,26
new hampshire,unknown,2020-05-02 00:00:00 +0000 UTC,26
indiana,pulaski,2020-05-02 00:00:00 +0000 UTC,26
illinois,mcdonough,2020-05-02 00:00:00 +0000 UTC,26
virginia,falls church city,2020-05-02 00:00:00 +0000 UTC,26
mississippi,perry,2020-05-02 00:00:00 +0000 UTC,27
north carolina,carteret,2020-05-02 00:00:00 +0000 UTC,27
georgia,pickens,2020-05-02 00:00:00 +0000 UTC,27
west virginia,putnam,2020-05-02 00:00:00 +0000 UTC,27
oklahoma,muskogee,2020-05-02 00:00:00 +0000 UTC,27
alaska,juneau city and borough,2020-05-02 00:00:00 +0000 UTC,27
georgia,morgan,2020-05-02 00:00:00 +0000 UTC,27
missouri,st. francois,2020-05-02 00:00:00 +0000 UTC,27
iowa,wapello,2020-05-02 00:00:00 +0000 UTC,27
pennsylvania,greene,2020-05-02 00:00:00 +0000 UTC,27
oklahoma,cherokee,2020-05-02 00:00:00 +0000 UTC,27
indiana,lagrange,2020-05-02 00:00:00 +0000 UTC,27
south dakota,union,2020-05-02 00:00:00 +0000 UTC,27
virginia,hopewell city,2020-05-02 00:00:00 +0000 UTC,27
south dakota,yankton,2020-05-02 00:00:00 +0000 UTC,27
north carolina,bladen,2020-05-02 00:00:00 +0000 UTC,27
mississippi,claiborne,2020-05-02 00:00:00 +0000 UTC,27
minnesota,cottonwood,2020-05-02 00:00:00 +0000 UTC,27
illinois,montgomery,2020-05-02 00:00:00 +0000 UTC,27
ohio,preble,2020-05-02 00:00:00 +0000 UTC,27
washington,jefferson,2020-05-02 00:00:00 +0000 UTC,28
indiana,fayette,2020-05-02 00:00:00 +0000 UTC,28
north carolina,lincoln,2020-05-02 00:00:00 +0000 UTC,28
minnesota,mower,2020-05-02 00:00:00 +0000 UTC,28
arkansas,van buren,2020-05-02 00:00:00 +0000 UTC,28
tennessee,anderson,2020-05-02 00:00:00 +0000 UTC,28
illinois,christian,2020-05-02 00:00:00 +0000 UTC,28
virginia,botetourt,2020-05-02 00:00:00 +0000 UTC,28
south carolina,newberry,2020-05-02 00:00:00 +0000 UTC,28
new york,cortland,2020-05-02 00:00:00 +0000 UTC,28
colorado,teller,2020-05-02 00:00:00 +0000 UTC,28
georgia,ben hill,2020-05-02 00:00:00 +0000 UTC,28
tennessee,grundy,2020-05-02 00:00:00 +0000 UTC,28
kentucky,simpson,2020-05-02 00:00:00 +0000 UTC,28
georgia,telfair,2020-05-02 00:00:00 +0000 UTC,28
mississippi,amite,2020-05-02 00:00:00 +0000 UTC,28
ohio,mercer,2020-05-02 00:00:00 +0000 UTC,28
maine,franklin,2020-05-02 00:00:00 +0000 UTC,28
texas,henderson,2020-05-02 00:00:00 +0000 UTC,28
alabama,dale,2020-05-02 00:00:00 +0000 UTC,28
florida,jefferson,2020-05-02 00:00:00 +0000 UTC,28
washington,lewis,2020-05-02 00:00:00 +0000 UTC,29
minnesota,benton,2020-05-02 00:00:00 +0000 UTC,29
oklahoma,pawnee,2020-05-02 00:00:00 +0000 UTC,29
wisconsin,la crosse,2020-05-02 00:00:00 +0000 UTC,29
wisconsin,columbia,2020-05-02 00:00:00 +0000 UTC,29
kentucky,scott,2020-05-02 00:00:00 +0000 UTC,29
north carolina,stanly,2020-05-02 00:00:00 +0000 UTC,29
kentucky,madison,2020-05-02 00:00:00 +0000 UTC,29
tennessee,marion,2020-05-02 00:00:00 +0000 UTC,29
north carolina,scotland,2020-05-02 00:00:00 +0000 UTC,29
pennsylvania,somerset,2020-05-02 00:00:00 +0000 UTC,29
georgia,dodge,2020-05-02 00:00:00 +0000 UTC,29
virginia,fairfax city,2020-05-02 00:00:00 +0000 UTC,29
georgia,jones,2020-05-02 00:00:00 +0000 UTC,29
georgia,haralson,2020-05-02 00:00:00 +0000 UTC,29
montana,toole,2020-05-02 00:00:00 +0000 UTC,29
idaho,elmore,2020-05-02 00:00:00 +0000 UTC,29
north carolina,anson,2020-05-02 00:00:00 +0000 UTC,29
michigan,arenac,2020-05-02 00:00:00 +0000 UTC,29
florida,hardee,2020-05-02 00:00:00 +0000 UTC,29
virginia,caroline,2020-05-02 00:00:00 +0000 UTC,29
georgia,elbert,2020-05-02 00:00:00 +0000 UTC,29
nebraska,custer,2020-05-02 00:00:00 +0000 UTC,29
missouri,mississippi,2020-05-02 00:00:00 +0000 UTC,29
west virginia,harrison,2020-05-02 00:00:00 +0000 UTC,30
georgia,seminole,2020-05-02 00:00:00 +0000 UTC,30
tennessee,hawkins,2020-05-02 00:00:00 +0000 UTC,30
alabama,coosa,2020-05-02 00:00:00 +0000 UTC,30
indiana,marshall,2020-05-02 00:00:00 +0000 UTC,30
alabama,escambia,2020-05-02 00:00:00 +0000 UTC,30
ohio,shelby,2020-05-02 00:00:00 +0000 UTC,30
kentucky,shelby,2020-05-02 00:00:00 +0000 UTC,30
north carolina,caswell,2020-05-02 00:00:00 +0000 UTC,30
indiana,jefferson,2020-05-02 00:00:00 +0000 UTC,30
louisiana,st. helena,2020-05-02 00:00:00 +0000 UTC,30
california,shasta,2020-05-02 00:00:00 +0000 UTC,31
ohio,huron,2020-05-02 00:00:00 +0000 UTC,31
south carolina,abbeville,2020-05-02 00:00:00 +0000 UTC,31
arkansas,clark,2020-05-02 00:00:00 +0000 UTC,31
south carolina,edgefield,2020-05-02 00:00:00 +0000 UTC,31
colorado,elbert,2020-05-02 00:00:00 +0000 UTC,31
ohio,clinton,2020-05-02 00:00:00 +0000 UTC,31
north carolina,davie,2020-05-02 00:00:00 +0000 UTC,31
florida,desoto,2020-05-02 00:00:00 +0000 UTC,31
iowa,cedar,2020-05-02 00:00:00 +0000 UTC,31
georgia,fannin,2020-05-02 00:00:00 +0000 UTC,31
georgia,pulaski,2020-05-02 00:00:00 +0000 UTC,31
california,sutter,2020-05-02 00:00:00 +0000 UTC,31
texas,calhoun,2020-05-02 00:00:00 +0000 UTC,31
indiana,fulton,2020-05-02 00:00:00 +0000 UTC,31
texas,navarro,2020-05-02 00:00:00 +0000 UTC,31
arkansas,johnson,2020-05-02 00:00:00 +0000 UTC,31
nebraska,scotts bluff,2020-05-02 00:00:00 +0000 UTC,31
georgia,banks,2020-05-02 00:00:00 +0000 UTC,31
iowa,crawford,2020-05-02 00:00:00 +0000 UTC,31
virginia,sussex,2020-05-02 00:00:00 +0000 UTC,31
georgia,union,2020-05-02 00:00:00 +0000 UTC,31
illinois,perry,2020-05-02 00:00:00 +0000 UTC,31
oregon,benton,2020-05-02 00:00:00 +0000 UTC,32
new hampshire,carroll,2020-05-02 00:00:00 +0000 UTC,32
illinois,williamson,2020-05-02 00:00:00 +0000 UTC,32
mississippi,walthall,2020-05-02 00:00:00 +0000 UTC,32
iowa,henry,2020-05-02 00:00:00 +0000 UTC,32
maryland,somerset,2020-05-02 00:00:00 +0000 UTC,32
iowa,story,2020-05-02 00:00:00 +0000 UTC,32
south carolina,colleton,2020-05-02 00:00:00 +0000 UTC,32
mississippi,montgomery,2020-05-02 00:00:00 +0000 UTC,32
kentucky,oldham,2020-05-02 00:00:00 +0000 UTC,32
pennsylvania,cambria,2020-05-02 00:00:00 +0000 UTC,32
south carolina,chester,2020-05-02 00:00:00 +0000 UTC,32
ohio,sandusky,2020-05-02 00:00:00 +0000 UTC,32
missouri,pemiscot,2020-05-02 00:00:00 +0000 UTC,32
iowa,benton,2020-05-02 00:00:00 +0000 UTC,32
mississippi,prentiss,2020-05-02 00:00:00 +0000 UTC,32
georgia,toombs,2020-05-02 00:00:00 +0000 UTC,32
louisiana,red river,2020-05-02 00:00:00 +0000 UTC,32
kentucky,edmonson,2020-05-02 00:00:00 +0000 UTC,32
texas,anderson,2020-05-02 00:00:00 +0000 UTC,32
illinois,macoupin,2020-05-02 00:00:00 +0000 UTC,32
vermont,washington,2020-05-02 00:00:00 +0000 UTC,33
nebraska,lincoln,2020-05-02 00:00:00 +0000 UTC,33
georgia,miller,2020-05-02 00:00:00 +0000 UTC,33
indiana,jasper,2020-05-02 00:00:00 +0000 UTC,33
nevada,lyon,2020-05-02 00:00:00 +0000 UTC,33
west virginia,ohio,2020-05-02 00:00:00 +0000 UTC,33
indiana,rush,2020-05-02 00:00:00 +0000 UTC,33
texas,wilson,2020-05-02 00:00:00 +0000 UTC,33
virginia,king george,2020-05-02 00:00:00 +0000 UTC,33
michigan,cass,2020-05-02 00:00:00 +0000 UTC,33
georgia,murray,2020-05-02 00:00:00 +0000 UTC,33
pennsylvania,perry,2020-05-02 00:00:00 +0000 UTC,33
pennsylvania,snyder,2020-05-02 00:00:00 +0000 UTC,33
kentucky,boyd,2020-05-02 00:00:00 +0000 UTC,33
texas,waller,2020-05-02 00:00:00 +0000 UTC,33
new york,essex,2020-05-02 00:00:00 +0000 UTC,34
wisconsin,eau claire,2020-05-02 00:00:00 +0000 UTC,34
arizona,santa cruz,2020-05-02 00:00:00 +0000 UTC,34
kentucky,calloway,2020-05-02 00:00:00 +0000 UTC,34
texas,deaf smith,2020-05-02 00:00:00 +0000 UTC,34
mississippi,grenada,2020-05-02 00:00:00 +0000 UTC,34
virginia,bedford,2020-05-02 00:00:00 +0000 UTC,34
georgia,camden,2020-05-02 00:00:00 +0000 UTC,34
arkansas,white,2020-05-02 00:00:00 +0000 UTC,34
north carolina,caldwell,2020-05-02 00:00:00 +0000 UTC,34
missouri,platte,2020-05-02 00:00:00 +0000 UTC,34
oklahoma,ottawa,2020-05-02 00:00:00 +0000 UTC,34
ohio,auglaize,2020-05-02 00:00:00 +0000 UTC,34
illinois,marion,2020-05-02 00:00:00 +0000 UTC,34
kentucky,marshall,2020-05-02 00:00:00 +0000 UTC,34
arkansas,miller,2020-05-02 00:00:00 +0000 UTC,34
pennsylvania,clinton,2020-05-02 00:00:00 +0000 UTC,34
new york,allegany,2020-05-02 00:00:00 +0000 UTC,35
mississippi,tunica,2020-05-02 00:00:00 +0000 UTC,35
missouri,camden,2020-05-02 00:00:00 +0000 UTC,35
pennsylvania,bradford,2020-05-02 00:00:00 +0000 UTC,35
texas,parker,2020-05-02 00:00:00 +0000 UTC,35
new york,chautauqua,2020-05-02 00:00:00 +0000 UTC,35
virginia,prince george,2020-05-02 00:00:00 +0000 UTC,35
oklahoma,pittsburg,2020-05-02 00:00:00 +0000 UTC,35
north dakota,mountrail,2020-05-02 00:00:00 +0000 UTC,35
virginia,petersburg city,2020-05-02 00:00:00 +0000 UTC,35
georgia,wilkinson,2020-05-02 00:00:00 +0000 UTC,35
minnesota,freeborn,2020-05-02 00:00:00 +0000 UTC,35
texas,rusk,2020-05-02 00:00:00 +0000 UTC,36
tennessee,dyer,2020-05-02 00:00:00 +0000 UTC,36
georgia,effingham,2020-05-02 00:00:00 +0000 UTC,36
texas,brown,2020-05-02 00:00:00 +0000 UTC,36
north carolina,pasquotank,2020-05-02 00:00:00 +0000 UTC,36
missouri,pulaski,2020-05-02 00:00:00 +0000 UTC,36
tennessee,franklin,2020-05-02 00:00:00 +0000 UTC,36
north carolina,montgomery,2020-05-02 00:00:00 +0000 UTC,36
michigan,sanilac,2020-05-02 00:00:00 +0000 UTC,36
indiana,kosciusko,2020-05-02 00:00:00 +0000 UTC,36
ohio,williams,2020-05-02 00:00:00 +0000 UTC,36
minnesota,polk,2020-05-02 00:00:00 +0000 UTC,36
montana,flathead,2020-05-02 00:00:00 +0000 UTC,37
indiana,wayne,2020-05-02 00:00:00 +0000 UTC,37
nevada,nye,2020-05-02 00:00:00 +0000 UTC,37
alabama,washington,2020-05-02 00:00:00 +0000 UTC,37
tennessee,loudon,2020-05-02 00:00:00 +0000 UTC,37
virginia,danville city,2020-05-02 00:00:00 +0000 UTC,37
georgia,liberty,2020-05-02 00:00:00 +0000 UTC,37
alabama,colbert,2020-05-02 00:00:00 +0000 UTC,37
virginia,fredericksburg city,2020-05-02 00:00:00 +0000 UTC,37
south carolina,marion,2020-05-02 00:00:00 +0000 UTC,37
virginia,orange,2020-05-02 00:00:00 +0000 UTC,37
illinois,iroquois,2020-05-02 00:00:00 +0000 UTC,37
new hampshire,belknap,2020-05-02 00:00:00 +0000 UTC,38
oklahoma,grady,2020-05-02 00:00:00 +0000 UTC,38
kentucky,unknown,2020-05-01 00:00:00 +0000 UTC,38
wyoming,natrona,2020-05-02 00:00:00 +0000 UTC,38
kansas,reno,2020-05-02 00:00:00 +0000 UTC,38
ohio,hancock,2020-05-02 00:00:00 +0000 UTC,38
wisconsin,dodge,2020-05-02 00:00:00 +0000 UTC,38
texas,grayson,2020-05-02 00:00:00 +0000 UTC,38
texas,wharton,2020-05-02 00:00:00 +0000 UTC,38
louisiana,vermilion,2020-05-02 00:00:00 +0000 UTC,38
pennsylvania,union,2020-05-02 00:00:00 +0000 UTC,38
tennessee,coffee,2020-05-02 00:00:00 +0000 UTC,38
alabama,macon,2020-05-02 00:00:00 +0000 UTC,38
pennsylvania,mifflin,2020-05-02 00:00:00 +0000 UTC,38
michigan,st. joseph,2020-05-02 00:00:00 +0000 UTC,38
alabama,clarke,2020-05-02 00:00:00 +0000 UTC,38
nebraska,gage,2020-05-02 00:00:00 +0000 UTC,38
mississippi,jefferson davis,2020-05-02 00:00:00 +0000 UTC,38
oregon,klamath,2020-05-02 00:00:00 +0000 UTC,39
montana,missoula,2020-05-02 00:00:00 +0000 UTC,39
oregon,yamhill,2020-05-02 00:00:00 +0000 UTC,39
maryland,talbot,2020-05-02 00:00:00 +0000 UTC,39
michigan,barry,2020-05-02 00:00:00 +0000 UTC,39
arizona,cochise,2020-05-02 00:00:00 +0000 UTC,39
mississippi,panola,2020-05-02 00:00:00 +0000 UTC,39
missouri,lafayette,2020-05-02 00:00:00 +0000 UTC,39
virginia,washington,2020-05-02 00:00:00 +0000 UTC,39
virginia,greensville,2020-05-02 00:00:00 +0000 UTC,39
louisiana,concordia,2020-05-02 00:00:00 +0000 UTC,39
illinois,adams,2020-05-02 00:00:00 +0000 UTC,40
new hampshire,cheshire,2020-05-02 00:00:00 +0000 UTC,40
georgia,lamar,2020-05-02 00:00:00 +0000 UTC,40
alabama,blount,2020-05-02 00:00:00 +0000 UTC,40
north carolina,hertford,2020-05-02 00:00:00 +0000 UTC,40
louisiana,jackson,2020-05-02 00:00:00 +0000 UTC,40
south carolina,laurens,2020-05-02 00:00:00 +0000 UTC,40
ohio,ottawa,2020-05-02 00:00:00 +0000 UTC,40
georgia,pike,2020-05-02 00:00:00 +0000 UTC,40
ohio,ross,2020-05-02 00:00:00 +0000 UTC,40
illinois,cass,2020-05-02 00:00:00 +0000 UTC,40
iowa,pottawattamie,2020-05-02 00:00:00 +0000 UTC,41
oregon,polk,2020-05-02 00:00:00 +0000 UTC,41
vermont,windsor,2020-05-02 00:00:00 +0000 UTC,41
minnesota,blue earth,2020-05-02 00:00:00 +0000 UTC,41
california,nevada,2020-05-02 00:00:00 +0000 UTC,41
kentucky,jessamine,2020-05-02 00:00:00 +0000 UTC,41
mississippi,tate,2020-05-02 00:00:00 +0000 UTC,41
missouri,moniteau,2020-05-02 00:00:00 +0000 UTC,41
illinois,grundy,2020-05-02 00:00:00 +0000 UTC,41
west virginia,wood,2020-05-02 00:00:00 +0000 UTC,41
louisiana,winn,2020-05-02 00:00:00 +0000 UTC,41
arkansas,lonoke,2020-05-02 00:00:00 +0000 UTC,41
missouri,pettis,2020-05-02 00:00:00 +0000 UTC,41
north carolina,craven,2020-05-02 00:00:00 +0000 UTC,42
south carolina,fairfield,2020-05-02 00:00:00 +0000 UTC,42
louisiana,beauregard,2020-05-02 00:00:00 +0000 UTC,42
georgia,bulloch,2020-05-02 00:00:00 +0000 UTC,42
alabama,bibb,2020-05-02 00:00:00 +0000 UTC,42
new york,seneca,2020-05-02 00:00:00 +0000 UTC,42
georgia,putnam,2020-05-02 00:00:00 +0000 UTC,42
georgia,marion,2020-05-02 00:00:00 +0000 UTC,42
new mexico,socorro,2020-05-02 00:00:00 +0000 UTC,43
utah,cache,2020-05-02 00:00:00 +0000 UTC,43
florida,walton,2020-05-02 00:00:00 +0000 UTC,43
kentucky,pulaski,2020-05-02 00:00:00 +0000 UTC,43
new york,schoharie,2020-05-02 00:00:00 +0000 UTC,43
tennessee,greene,2020-05-02 00:00:00 +0000 UTC,43
missouri,perry,2020-05-02 00:00:00 +0000 UTC,43
texas,chambers,2020-05-02 00:00:00 +0000 UTC,43
wisconsin,grant,2020-05-02 00:00:00 +0000 UTC,43
ohio,jefferson,2020-05-02 00:00:00 +0000 UTC,43
illinois,tazewell,2020-05-02 00:00:00 +0000 UTC,43
alabama,covington,2020-05-02 00:00:00 +0000 UTC,43
indiana,henry,2020-05-02 00:00:00 +0000 UTC,43
alabama,barbour,2020-05-02 00:00:00 +0000 UTC,43
alabama,limestone,2020-05-02 00:00:00 +0000 UTC,44
