state,county,d_date,total
tennessee,rutherford,2020-05-02 00:00:00 +0000 UTC,547
texas,lubbock,2020-05-02 00:00:00 +0000 UTC,549
massachusetts,hampshire,2020-05-02 00:00:00 +0000 UTC,549
california,ventura,2020-05-02 00:00:00 +0000 UTC,559
california,san joaquin,2020-05-02 00:00:00 +0000 UTC,560
north dakota,cass,2020-05-02 00:00:00 +0000 UTC,572
louisiana,st. charles,2020-05-02 00:00:00 +0000 UTC,577
louisiana,tangipahoa,2020-05-02 00:00:00 +0000 UTC,584
virginia,chesterfield,2020-05-02 00:00:00 +0000 UTC,593
missouri,st. charles,2020-05-02 00:00:00 +0000 UTC,596
tennessee,bledsoe,2020-05-02 00:00:00 +0000 UTC,596
missouri,kansas city,2020-05-02 00:00:00 +0000 UTC,597
indiana,allen,2020-05-02 00:00:00 +0000 UTC,600
florida,manatee,2020-05-02 00:00:00 +0000 UTC,607
oklahoma,tulsa,2020-05-02 00:00:00 +0000 UTC,607
pennsylvania,dauphin,2020-05-02 00:00:00 +0000 UTC,617
maryland,charles,2020-05-02 00:00:00 +0000 UTC,622
new jersey,hunterdon,2020-05-02 00:00:00 +0000 UTC,622
connecticut,new london,2020-05-02 00:00:00 +0000 UTC,623
florida,collier,2020-05-02 00:00:00 +0000 UTC,628
texas,galveston,2020-05-02 00:00:00 +0000 UTC,629
california,fresno,2020-05-02 00:00:00 +0000 UTC,633
texas,montgomery,2020-05-02 00:00:00 +0000 UTC,634
louisiana,ascension,2020-05-02 00:00:00 +0000 UTC,636
tennessee,sumner,2020-05-02 00:00:00 +0000 UTC,640
indiana,st. joseph,2020-05-02 00:00:00 +0000 UTC,645
colorado,boulder,2020-05-02 00:00:00 +0000 UTC,646
georgia,unknown,2020-05-02 00:00:00 +0000 UTC,652
idaho,ada,2020-05-02 00:00:00 +0000 UTC,664
pennsylvania,york,2020-05-02 00:00:00 +0000 UTC,664
louisiana,lafourche,2020-05-02 00:00:00 +0000 UTC,666
indiana,johnson,2020-05-02 00:00:00 +0000 UTC,668
north carolina,wayne,2020-05-02 00:00:00 +0000 UTC,674
rhode island,kent,2020-05-02 00:00:00 +0000 UTC,675
new jersey,unknown,2020-05-02 00:00:00 +0000 UTC,676
ohio,summit,2020-05-02 00:00:00 +0000 UTC,679
illinois,mchenry,2020-05-02 00:00:00 +0000 UTC,693
michigan,saginaw,2020-05-02 00:00:00 +0000 UTC,700
iowa,linn,2020-05-02 00:00:00 +0000 UTC,705
connecticut,middlesex,2020-05-02 00:00:00 +0000 UTC,707
pennsylvania,lebanon,2020-05-02 00:00:00 +0000 UTC,710
new mexico,san juan,2020-05-02 00:00:00 +0000 UTC,710
california,tulare,2020-05-02 00:00:00 +0000 UTC,720
oregon,multnomah,2020-05-02 00:00:00 +0000 UTC,734
indiana,hendricks,2020-05-02 00:00:00 +0000 UTC,745
south carolina,greenville,2020-05-02 00:00:00 +0000 UTC,749
north carolina,durham,2020-05-02 00:00:00 +0000 UTC,755
louisiana,ouachita,2020-05-02 00:00:00 +0000 UTC,755
florida,pinellas,2020-05-02 00:00:00 +0000 UTC,757
kansas,wyandotte,2020-05-02 00:00:00 +0000 UTC,762
arizona,navajo,2020-05-02 00:00:00 +0000 UTC,766
texas,potter,2020-05-02 00:00:00 +0000 UTC,766
kansas,ford,2020-05-02 00:00:00 +0000 UTC,770
louisiana,st. john the baptist,2020-05-02 00:00:00 +0000 UTC,772
georgia,clayton,2020-05-02 00:00:00 +0000 UTC,777
texas,collin,2020-05-02 00:00:00 +0000 UTC,786
delaware,kent,2020-05-02 00:00:00 +0000 UTC,793
texas,denton,2020-05-02 00:00:00 +0000 UTC,799
new jersey,cumberland,2020-05-02 00:00:00 +0000 UTC,809
indiana,hamilton,2020-05-02 00:00:00 +0000 UTC,810
arkansas,lincoln,2020-05-02 00:00:00 +0000 UTC,817
oklahoma,oklahoma,2020-05-02 00:00:00 +0000 UTC,822
nebraska,douglas,2020-05-02 00:00:00 +0000 UTC,825
new hampshire,rockingham,2020-05-02 00:00:00 +0000 UTC,828
virginia,alexandria city,2020-05-02 00:00:00 +0000 UTC,848
north carolina,wake,2020-05-02 00:00:00 +0000 UTC,870
virginia,loudoun,2020-05-02 00:00:00 +0000 UTC,881
new mexico,bernalillo,2020-05-02 00:00:00 +0000 UTC,883
ohio,mahoning,2020-05-02 00:00:00 +0000 UTC,883
minnesota,nobles,2020-05-02 00:00:00 +0000 UTC,899
new york,onondaga,2020-05-02 00:00:00 +0000 UTC,903
virginia,henrico,2020-05-02 00:00:00 +0000 UTC,926
maryland,howard,2020-05-02 00:00:00 +0000 UTC,931
new york,sullivan,2020-05-02 00:00:00 +0000 UTC,931
california,contra costa,2020-05-02 00:00:00 +0000 UTC,934
massachusetts,barnstable,2020-05-02 00:00:00 +0000 UTC,937
new jersey,warren,2020-05-02 00:00:00 +0000 UTC,941
nebraska,dakota,2020-05-02 00:00:00 +0000 UTC,942
alabama,jefferson,2020-05-02 00:00:00 +0000 UTC,946
south carolina,richland,2020-05-02 00:00:00 +0000 UTC,946
nevada,washoe,2020-05-02 00:00:00 +0000 UTC,949
new jersey,sussex,2020-05-02 00:00:00 +0000 UTC,949
pennsylvania,lackawanna,2020-05-02 00:00:00 +0000 UTC,968
california,kern,2020-05-02 00:00:00 +0000 UTC,972
maryland,frederick,2020-05-02 00:00:00 +0000 UTC,976
texas,el paso,2020-05-02 00:00:00 +0000 UTC,986
colorado,el paso,2020-05-02 00:00:00 +0000 UTC,988
new york,putnam,2020-05-02 00:00:00 +0000 UTC,1003
utah,utah,2020-05-02 00:00:00 +0000 UTC,1021
connecticut,litchfield,2020-05-02 00:00:00 +0000 UTC,1036
florida,duval,2020-05-02 00:00:00 +0000 UTC,1038
virginia,arlington,2020-05-02 00:00:00 +0000 UTC,1044
new jersey,atlantic,2020-05-02 00:00:00 +0000 UTC,1050
new hampshire,hillsborough,2020-05-02 00:00:00 +0000 UTC,1058
iowa,woodbury,2020-05-02 00:00:00 +0000 UTC,1074
florida,lee,2020-05-02 00:00:00 +0000 UTC,1084
michigan,washtenaw,2020-05-02 00:00:00 +0000 UTC,1101
california,sacramento,2020-05-02 00:00:00 +0000 UTC,1106
guam,unknown,2020-05-02 00:00:00 +0000 UTC,1113
new mexico,mckinley,2020-05-02 00:00:00 +0000 UTC,1116
texas,fort bend,2020-05-02 00:00:00 +0000 UTC,1133
rhode island,unknown,2020-05-02 00:00:00 +0000 UTC,1142
nebraska,hall,2020-05-02 00:00:00 +0000 UTC,1160
pennsylvania,monroe,2020-05-02 00:00:00 +0000 UTC,1165
alabama,mobile,2020-05-02 00:00:00 +0000 UTC,1172
missouri,st. louis city,2020-05-02 00:00:00 +0000 UTC,1186
indiana,cass,2020-05-02 00:00:00 +0000 UTC,1224
california,san mateo,2020-05-02 00:00:00 +0000 UTC,1233
new york,albany,2020-05-02 00:00:00 +0000 UTC,1238
florida,hillsborough,2020-05-02 00:00:00 +0000 UTC,1240
iowa,black hawk,2020-05-02 00:00:00 +0000 UTC,1255
wisconsin,brown,2020-05-02 00:00:00 +0000 UTC,1272
washington,yakima,2020-05-02 00:00:00 +0000 UTC,1293
arizona,pima,2020-05-02 00:00:00 +0000 UTC,1300
louisiana,st. tammany,2020-05-02 00:00:00 +0000 UTC,1321
new york,ulster,2020-05-02 00:00:00 +0000 UTC,1327
ohio,lucas,2020-05-02 00:00:00 +0000 UTC,1331
pennsylvania,allegheny,2020-05-02 00:00:00 +0000 UTC,1333
new jersey,gloucester,2020-05-02 00:00:00 +0000 UTC,1334
tennessee,trousdale,2020-05-02 00:00:00 +0000 UTC,1344
iowa,polk,2020-05-02 00:00:00 +0000 UTC,1350
ohio,hamilton,2020-05-02 00:00:00 +0000 UTC,1353
kentucky,jefferson,2020-05-02 00:00:00 +0000 UTC,1365
colorado,jefferson,2020-05-02 00:00:00 +0000 UTC,1384
florida,orange,2020-05-02 00:00:00 +0000 UTC,1421
washington,pierce,2020-05-02 00:00:00 +0000 UTC,1490
pennsylvania,chester,2020-05-02 00:00:00 +0000 UTC,1514
new york,monroe,2020-05-02 00:00:00 +0000 UTC,1534
georgia,dougherty,2020-05-02 00:00:00 +0000 UTC,1534
california,san francisco,2020-05-02 00:00:00 +0000 UTC,1552
texas,bexar,2020-05-02 00:00:00 +0000 UTC,1585
louisiana,caddo,2020-05-02 00:00:00 +0000 UTC,1601
michigan,genesee,2020-05-02 00:00:00 +0000 UTC,1620
georgia,hall,2020-05-02 00:00:00 +0000 UTC,1694
michigan,kent,2020-05-02 00:00:00 +0000 UTC,1697
north carolina,mecklenburg,2020-05-02 00:00:00 +0000 UTC,1699
texas,travis,2020-05-02 00:00:00 +0000 UTC,1714
ohio,pickaway,2020-05-02 00:00:00 +0000 UTC,1724
california,alameda,2020-05-02 00:00:00 +0000 UTC,1726
colorado,adams,2020-05-02 00:00:00 +0000 UTC,1730
georgia,cobb,2020-05-02 00:00:00 +0000 UTC,1749
puerto rico,unknown,2020-05-02 00:00:00 +0000 UTC,1755
illinois,kane,2020-05-02 00:00:00 +0000 UTC,1803
colorado,weld,2020-05-02 00:00:00 +0000 UTC,1836
delaware,new castle,2020-05-02 00:00:00 +0000 UTC,1864
maryland,anne arundel,2020-05-02 00:00:00 +0000 UTC,1885
virginia,prince william,2020-05-02 00:00:00 +0000 UTC,1900
pennsylvania,lancaster,2020-05-02 00:00:00 +0000 UTC,1904
georgia,gwinnett,2020-05-02 00:00:00 +0000 UTC,1934
michigan,unknown,2020-05-02 00:00:00 +0000 UTC,1934
minnesota,hennepin,2020-05-02 00:00:00 +0000 UTC,1980
indiana,lake,2020-05-02 00:00:00 +0000 UTC,1993
louisiana,east baton rouge,2020-05-02 00:00:00 +0000 UTC,2054
south dakota,minnehaha,2020-05-02 00:00:00 +0000 UTC,2123
georgia,dekalb,2020-05-02 00:00:00 +0000 UTC,2148
pennsylvania,northampton,2020-05-02 00:00:00 +0000 UTC,2182
california,san bernardino,2020-05-02 00:00:00 +0000 UTC,2182
california,santa clara,2020-05-02 00:00:00 +0000 UTC,2204
pennsylvania,luzerne,2020-05-02 00:00:00 +0000 UTC,2211
maryland,baltimore city,2020-05-02 00:00:00 +0000 UTC,2237
ohio,marion,2020-05-02 00:00:00 +0000 UTC,2294
ohio,cuyahoga,2020-05-02 00:00:00 +0000 UTC,2305
delaware,sussex,2020-05-02 00:00:00 +0000 UTC,2359
washington,snohomish,2020-05-02 00:00:00 +0000 UTC,2492
texas,tarrant,2020-05-02 00:00:00 +0000 UTC,2503
utah,salt lake,2020-05-02 00:00:00 +0000 UTC,2609
colorado,arapahoe,2020-05-02 00:00:00 +0000 UTC,2625
california,orange,2020-05-02 00:00:00 +0000 UTC,2660
tennessee,shelby,2020-05-02 00:00:00 +0000 UTC,2672
ohio,franklin,2020-05-02 00:00:00 +0000 UTC,2698
illinois,will,2020-05-02 00:00:00 +0000 UTC,2796
pennsylvania,berks,2020-05-02 00:00:00 +0000 UTC,2810
tennessee,davidson,2020-05-02 00:00:00 +0000 UTC,2875
new jersey,burlington,2020-05-02 00:00:00 +0000 UTC,2879
pennsylvania,lehigh,2020-05-02 00:00:00 +0000 UTC,2896
georgia,fulton,2020-05-02 00:00:00 +0000 UTC,2928
new york,dutchess,2020-05-02 00:00:00 +0000 UTC,3049
florida,palm beach,2020-05-02 00:00:00 +0000 UTC,3078
wisconsin,milwaukee,2020-05-02 00:00:00 +0000 UTC,3147
maryland,baltimore,2020-05-02 00:00:00 +0000 UTC,3183
colorado,denver,2020-05-02 00:00:00 +0000 UTC,3222
missouri,st. louis,2020-05-02 00:00:00 +0000 UTC,3244
pennsylvania,bucks,2020-05-02 00:00:00 +0000 UTC,3270
illinois,dupage,2020-05-02 00:00:00 +0000 UTC,3432
new york,erie,2020-05-02 00:00:00 +0000 UTC,3598
new jersey,somerset,2020-05-02 00:00:00 +0000 UTC,3605
new jersey,camden,2020-05-02 00:00:00 +0000 UTC,3773
texas,dallas,2020-05-02 00:00:00 +0000 UTC,3899
california,san diego,2020-05-02 00:00:00 +0000 UTC,3905
massachusetts,bristol,2020-05-02 00:00:00 +0000 UTC,3916
illinois,lake,2020-05-02 00:00:00 +0000 UTC,3975
massachusetts,hampden,2020-05-02 00:00:00 +0000 UTC,4003
virginia,fairfax,2020-05-02 00:00:00 +0000 UTC,4046
pennsylvania,delaware,2020-05-02 00:00:00 +0000 UTC,4053
california,riverside,2020-05-02 00:00:00 +0000 UTC,4164
nevada,clark,2020-05-02 00:00:00 +0000 UTC,4225
new jersey,mercer,2020-05-02 00:00:00 +0000 UTC,4271
arizona,maricopa,2020-05-02 00:00:00 +0000 UTC,4421
pennsylvania,montgomery,2020-05-02 00:00:00 +0000 UTC,4487
district of columbia,district of columbia,2020-05-02 00:00:00 +0000 UTC,4797
maryland,montgomery,2020-05-02 00:00:00 +0000 UTC,4919
florida,broward,2020-05-02 00:00:00 +0000 UTC,5257
new jersey,morris,2020-05-02 00:00:00 +0000 UTC,5406
massachusetts,plymouth,2020-05-02 00:00:00 +0000 UTC,5409
michigan,macomb,2020-05-02 00:00:00 +0000 UTC,5666
indiana,marion,2020-05-02 00:00:00 +0000 UTC,5983
connecticut,hartford,2020-05-02 00:00:00 +0000 UTC,6112
massachusetts,worcester,2020-05-02 00:00:00 +0000 UTC,6129
massachusetts,norfolk,2020-05-02 00:00:00 +0000 UTC,6187
new jersey,monmouth,2020-05-02 00:00:00 +0000 UTC,6198
louisiana,jefferson,2020-05-02 00:00:00 +0000 UTC,6362
washington,king,2020-05-02 00:00:00 +0000 UTC,6507
louisiana,orleans,2020-05-02 00:00:00 +0000 UTC,6524
new jersey,ocean,2020-05-02 00:00:00 +0000 UTC,6692
texas,harris,2020-05-02 00:00:00 +0000 UTC,6708
rhode island,providence,2020-05-02 00:00:00 +0000 UTC,6822
maryland,prince george's,2020-05-02 00:00:00 +0000 UTC,7041
michigan,oakland,2020-05-02 00:00:00 +0000 UTC,7475
connecticut,new haven,2020-05-02 00:00:00 +0000 UTC,8024
new york,orange,2020-05-02 00:00:00 +0000 UTC,8925
massachusetts,essex,2020-05-02 00:00:00 +0000 UTC,9362
connecticut,fairfield,2020-05-02 00:00:00 +0000 UTC,11801
new york,rockland,2020-05-02 00:00:00 +0000 UTC,11945
new jersey,middlesex,2020-05-02 00:00:00 +0000 UTC,12213
florida,miami-dade,2020-05-02 00:00:00 +0000 UTC,12631
new jersey,union,2020-05-02 00:00:00 +0000 UTC,12996
new jersey,passaic,2020-05-02 00:00:00 +0000 UTC,13082
massachusetts,suffolk,2020-05-02 00:00:00 +0000 UTC,13606
new jersey,essex,2020-05-02 00:00:00 +0000 UTC,14248
massachusetts,middlesex,2020-05-02 00:00:00 +0000 UTC,15048
new jersey,hudson,2020-05-02 00:00:00 +0000 UTC,15401
pennsylvania,philadelphia,2020-05-02 00:00:00 +0000 UTC,15527
new jersey,bergen,2020-05-02 00:00:00 +0000 UTC,15974
michigan,wayne,2020-05-02 00:00:00 +0000 UTC,17106
california,los angeles,2020-05-02 00:00:00 +0000 UTC,24894
new york,westchester,2020-05-02 00:00:00 +0000 UTC,29626
new york,suffolk,2020-05-02 00:00:00 +0000 UTC,34478
new york,nassau,2020-05-02 00:00:00 +0000 UTC,36519
illinois,cook,2020-05-02 00:00:00 +0000 UTC,40227
new york,new york city,2020-05-02 00:00:00 +0000 UTC,172364
